hyperedge_id,resource_id,resource_title,resource_type,domain,topic,level,goal,skill,prerequisite,rating,evidence_id,evidence_type,evidence_text
H0151,Resource051,Luyện nghe tiếng Trung cơ bản,Book,Ngôn ngữ Trung,TranslationChinese,Intermediate,FinancialAnalysis,ChineseTranslation,None,4.4,E0151,ContentEvidence,"Tài liệu 'Luyện nghe tiếng Trung cơ bản' thuộc ngành Ngôn ngữ Trung, hỗ trợ chủ đề TranslationChinese và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0152,Resource051,Luyện nghe tiếng Trung cơ bản,Book,Ngôn ngữ Trung,TranslationChinese,Intermediate,FinancialAnalysis,ChineseTranslation,None,4.4,E0152,LevelGoalEvidence,"'Luyện nghe tiếng Trung cơ bản' phù hợp mức Intermediate, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0153,Resource051,Luyện nghe tiếng Trung cơ bản,Book,Ngôn ngữ Trung,TranslationChinese,Intermediate,FinancialAnalysis,ChineseTranslation,None,4.4,E0153,SkillEvidence,"Nội dung 'Luyện nghe tiếng Trung cơ bản' rèn kỹ năng ChineseTranslation, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0154,Resource052,Viết chữ Hán cho người mới,Video,Ngôn ngữ Trung,ChineseHSK,ProjectReady,CreativeDesign,HSKVocabulary,None,3.7,E0154,ContentEvidence,"Tài liệu 'Viết chữ Hán cho người mới' thuộc ngành Ngôn ngữ Trung, hỗ trợ chủ đề ChineseHSK và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0155,Resource052,Viết chữ Hán cho người mới,Video,Ngôn ngữ Trung,ChineseHSK,ProjectReady,CreativeDesign,HSKVocabulary,None,3.7,E0155,LevelGoalEvidence,"'Viết chữ Hán cho người mới' phù hợp mức ProjectReady, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0156,Resource052,Viết chữ Hán cho người mới,Video,Ngôn ngữ Trung,ChineseHSK,ProjectReady,CreativeDesign,HSKVocabulary,None,3.7,E0156,SkillEvidence,"Nội dung 'Viết chữ Hán cho người mới' rèn kỹ năng HSKVocabulary, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0157,Resource053,Dịch Trung Việt căn bản,Notebook,Ngôn ngữ Trung,ChineseSpeaking,Foundation,LearnFoundation,ChineseListening,None,4.4,E0157,ContentEvidence,"Tài liệu 'Dịch Trung Việt căn bản' thuộc ngành Ngôn ngữ Trung, hỗ trợ chủ đề ChineseSpeaking và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0158,Resource053,Dịch Trung Việt căn bản,Notebook,Ngôn ngữ Trung,ChineseSpeaking,Foundation,LearnFoundation,ChineseListening,None,4.4,E0158,LevelGoalEvidence,"'Dịch Trung Việt căn bản' phù hợp mức Foundation, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0159,Resource053,Dịch Trung Việt căn bản,Notebook,Ngôn ngữ Trung,ChineseSpeaking,Foundation,LearnFoundation,ChineseListening,None,4.4,E0159,SkillEvidence,"Nội dung 'Dịch Trung Việt căn bản' rèn kỹ năng ChineseListening, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0160,Resource054,Tiếng Trung khách sạn du lịch,ProjectSample,Ngôn ngữ Trung,ChineseGrammar,Intermediate,PrepareExam,ChineseSpeaking,None,3.7,E0160,ContentEvidence,"Tài liệu 'Tiếng Trung khách sạn du lịch' thuộc ngành Ngôn ngữ Trung, hỗ trợ chủ đề ChineseGrammar và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0161,Resource054,Tiếng Trung khách sạn du lịch,ProjectSample,Ngôn ngữ Trung,ChineseGrammar,Intermediate,PrepareExam,ChineseSpeaking,None,3.7,E0161,LevelGoalEvidence,"'Tiếng Trung khách sạn du lịch' phù hợp mức Intermediate, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0162,Resource054,Tiếng Trung khách sạn du lịch,ProjectSample,Ngôn ngữ Trung,ChineseGrammar,Intermediate,PrepareExam,ChineseSpeaking,None,3.7,E0162,SkillEvidence,"Nội dung 'Tiếng Trung khách sạn du lịch' rèn kỹ năng ChineseSpeaking, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0163,Resource055,Business Chinese thực hành,Tutorial,Ngôn ngữ Trung,BusinessChinese,ProjectReady,ImproveCommunication,CharacterWriting,None,4.4,E0163,ContentEvidence,"Tài liệu 'Business Chinese thực hành' thuộc ngành Ngôn ngữ Trung, hỗ trợ chủ đề BusinessChinese và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0164,Resource055,Business Chinese thực hành,Tutorial,Ngôn ngữ Trung,BusinessChinese,ProjectReady,ImproveCommunication,CharacterWriting,None,4.4,E0164,LevelGoalEvidence,"'Business Chinese thực hành' phù hợp mức ProjectReady, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0165,Resource055,Business Chinese thực hành,Tutorial,Ngôn ngữ Trung,BusinessChinese,ProjectReady,ImproveCommunication,CharacterWriting,None,4.4,E0165,SkillEvidence,"Nội dung 'Business Chinese thực hành' rèn kỹ năng CharacterWriting, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0166,Resource056,Động cơ ô tô căn bản,Book,Công nghệ kỹ thuật ô tô,AutomotiveEngine,Intermediate,FinancialAnalysis,EngineInspection,None,3.7,E0166,ContentEvidence,"Tài liệu 'Động cơ ô tô căn bản' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề AutomotiveEngine và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0167,Resource056,Động cơ ô tô căn bản,Book,Công nghệ kỹ thuật ô tô,AutomotiveEngine,Intermediate,FinancialAnalysis,EngineInspection,None,3.7,E0167,LevelGoalEvidence,"'Động cơ ô tô căn bản' phù hợp mức Intermediate, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0168,Resource056,Động cơ ô tô căn bản,Book,Công nghệ kỹ thuật ô tô,AutomotiveEngine,Intermediate,FinancialAnalysis,EngineInspection,None,3.7,E0168,SkillEvidence,"Nội dung 'Động cơ ô tô căn bản' rèn kỹ năng EngineInspection, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0169,Resource057,Hệ thống điện ô tô,Video,Công nghệ kỹ thuật ô tô,AutomotiveElectrical,ProjectReady,CreativeDesign,DiagnosticTool,None,4.4,E0169,ContentEvidence,"Tài liệu 'Hệ thống điện ô tô' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề AutomotiveElectrical và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0170,Resource057,Hệ thống điện ô tô,Video,Công nghệ kỹ thuật ô tô,AutomotiveElectrical,ProjectReady,CreativeDesign,DiagnosticTool,None,4.4,E0170,LevelGoalEvidence,"'Hệ thống điện ô tô' phù hợp mức ProjectReady, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0171,Resource057,Hệ thống điện ô tô,Video,Công nghệ kỹ thuật ô tô,AutomotiveElectrical,ProjectReady,CreativeDesign,DiagnosticTool,None,4.4,E0171,SkillEvidence,"Nội dung 'Hệ thống điện ô tô' rèn kỹ năng DiagnosticTool, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0172,Resource058,Chẩn đoán lỗi ô tô bằng thiết bị,Notebook,Công nghệ kỹ thuật ô tô,VehicleDiagnostics,Foundation,LearnFoundation,WiringReading,None,3.7,E0172,ContentEvidence,"Tài liệu 'Chẩn đoán lỗi ô tô bằng thiết bị' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề VehicleDiagnostics và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0173,Resource058,Chẩn đoán lỗi ô tô bằng thiết bị,Notebook,Công nghệ kỹ thuật ô tô,VehicleDiagnostics,Foundation,LearnFoundation,WiringReading,None,3.7,E0173,LevelGoalEvidence,"'Chẩn đoán lỗi ô tô bằng thiết bị' phù hợp mức Foundation, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0174,Resource058,Chẩn đoán lỗi ô tô bằng thiết bị,Notebook,Công nghệ kỹ thuật ô tô,VehicleDiagnostics,Foundation,LearnFoundation,WiringReading,None,3.7,E0174,SkillEvidence,"Nội dung 'Chẩn đoán lỗi ô tô bằng thiết bị' rèn kỹ năng WiringReading, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0175,Resource059,Bảo dưỡng ô tô định kỳ,ProjectSample,Công nghệ kỹ thuật ô tô,Maintenance,Intermediate,PrepareExam,MaintenancePlanning,PythonBasic;MathBasic,4.4,E0175,ContentEvidence,"Tài liệu 'Bảo dưỡng ô tô định kỳ' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề Maintenance và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0176,Resource059,Bảo dưỡng ô tô định kỳ,ProjectSample,Công nghệ kỹ thuật ô tô,Maintenance,Intermediate,PrepareExam,MaintenancePlanning,PythonBasic;MathBasic,4.4,E0176,LevelGoalEvidence,"'Bảo dưỡng ô tô định kỳ' phù hợp mức Intermediate, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0177,Resource059,Bảo dưỡng ô tô định kỳ,ProjectSample,Công nghệ kỹ thuật ô tô,Maintenance,Intermediate,PrepareExam,MaintenancePlanning,PythonBasic;MathBasic,4.4,E0177,SkillEvidence,"Nội dung 'Bảo dưỡng ô tô định kỳ' rèn kỹ năng MaintenancePlanning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0178,Resource060,Hệ thống truyền lực ô tô,Tutorial,Công nghệ kỹ thuật ô tô,TransmissionSystem,ProjectReady,ImproveCommunication,SafetyProcedure,None,3.7,E0178,ContentEvidence,"Tài liệu 'Hệ thống truyền lực ô tô' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề TransmissionSystem và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0179,Resource060,Hệ thống truyền lực ô tô,Tutorial,Công nghệ kỹ thuật ô tô,TransmissionSystem,ProjectReady,ImproveCommunication,SafetyProcedure,None,3.7,E0179,LevelGoalEvidence,"'Hệ thống truyền lực ô tô' phù hợp mức ProjectReady, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0180,Resource060,Hệ thống truyền lực ô tô,Tutorial,Công nghệ kỹ thuật ô tô,TransmissionSystem,ProjectReady,ImproveCommunication,SafetyProcedure,None,3.7,E0180,SkillEvidence,"Nội dung 'Hệ thống truyền lực ô tô' rèn kỹ năng SafetyProcedure, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0181,Resource061,An toàn xưởng dịch vụ ô tô,Slide,Công nghệ kỹ thuật ô tô,EVTechnology,Foundation,UnderstandTheory,EVSystem,None,4.4,E0181,ContentEvidence,"Tài liệu 'An toàn xưởng dịch vụ ô tô' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề EVTechnology và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0182,Resource061,An toàn xưởng dịch vụ ô tô,Slide,Công nghệ kỹ thuật ô tô,EVTechnology,Foundation,UnderstandTheory,EVSystem,None,4.4,E0182,LevelGoalEvidence,"'An toàn xưởng dịch vụ ô tô' phù hợp mức Foundation, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0183,Resource061,An toàn xưởng dịch vụ ô tô,Slide,Công nghệ kỹ thuật ô tô,EVTechnology,Foundation,UnderstandTheory,EVSystem,None,4.4,E0183,SkillEvidence,"Nội dung 'An toàn xưởng dịch vụ ô tô' rèn kỹ năng EVSystem, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0184,Resource062,Cảm biến và ECU trên ô tô,PracticeExercise,Công nghệ kỹ thuật ô tô,AutomotiveEngine,Intermediate,DevelopCareer,EngineInspection,None,3.7,E0184,ContentEvidence,"Tài liệu 'Cảm biến và ECU trên ô tô' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề AutomotiveEngine và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0185,Resource062,Cảm biến và ECU trên ô tô,PracticeExercise,Công nghệ kỹ thuật ô tô,AutomotiveEngine,Intermediate,DevelopCareer,EngineInspection,None,3.7,E0185,LevelGoalEvidence,"'Cảm biến và ECU trên ô tô' phù hợp mức Intermediate, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0186,Resource062,Cảm biến và ECU trên ô tô,PracticeExercise,Công nghệ kỹ thuật ô tô,AutomotiveEngine,Intermediate,DevelopCareer,EngineInspection,None,3.7,E0186,SkillEvidence,"Nội dung 'Cảm biến và ECU trên ô tô' rèn kỹ năng EngineInspection, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0187,Resource063,Công nghệ xe điện nhập môn,Book,Công nghệ kỹ thuật ô tô,AutomotiveElectrical,ProjectReady,LearnProgramming,DiagnosticTool,None,4.4,E0187,ContentEvidence,"Tài liệu 'Công nghệ xe điện nhập môn' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề AutomotiveElectrical và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0188,Resource063,Công nghệ xe điện nhập môn,Book,Công nghệ kỹ thuật ô tô,AutomotiveElectrical,ProjectReady,LearnProgramming,DiagnosticTool,None,4.4,E0188,LevelGoalEvidence,"'Công nghệ xe điện nhập môn' phù hợp mức ProjectReady, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0189,Resource063,Công nghệ xe điện nhập môn,Book,Công nghệ kỹ thuật ô tô,AutomotiveElectrical,ProjectReady,LearnProgramming,DiagnosticTool,None,4.4,E0189,SkillEvidence,"Nội dung 'Công nghệ xe điện nhập môn' rèn kỹ năng DiagnosticTool, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0190,Resource064,Quy trình kiểm tra gầm xe,Video,Công nghệ kỹ thuật ô tô,VehicleDiagnostics,Foundation,LearnBusiness,WiringReading,None,3.7,E0190,ContentEvidence,"Tài liệu 'Quy trình kiểm tra gầm xe' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề VehicleDiagnostics và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0191,Resource064,Quy trình kiểm tra gầm xe,Video,Công nghệ kỹ thuật ô tô,VehicleDiagnostics,Foundation,LearnBusiness,WiringReading,None,3.7,E0191,LevelGoalEvidence,"'Quy trình kiểm tra gầm xe' phù hợp mức Foundation, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0192,Resource064,Quy trình kiểm tra gầm xe,Video,Công nghệ kỹ thuật ô tô,VehicleDiagnostics,Foundation,LearnBusiness,WiringReading,None,3.7,E0192,SkillEvidence,"Nội dung 'Quy trình kiểm tra gầm xe' rèn kỹ năng WiringReading, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0193,Resource065,Bài tập thực hành động cơ,Notebook,Công nghệ kỹ thuật ô tô,Maintenance,Intermediate,ServiceOperations,MaintenancePlanning,PythonBasic;MathBasic,4.4,E0193,ContentEvidence,"Tài liệu 'Bài tập thực hành động cơ' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề Maintenance và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0194,Resource065,Bài tập thực hành động cơ,Notebook,Công nghệ kỹ thuật ô tô,Maintenance,Intermediate,ServiceOperations,MaintenancePlanning,PythonBasic;MathBasic,4.4,E0194,LevelGoalEvidence,"'Bài tập thực hành động cơ' phù hợp mức Intermediate, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0195,Resource065,Bài tập thực hành động cơ,Notebook,Công nghệ kỹ thuật ô tô,Maintenance,Intermediate,ServiceOperations,MaintenancePlanning,PythonBasic;MathBasic,4.4,E0195,SkillEvidence,"Nội dung 'Bài tập thực hành động cơ' rèn kỹ năng MaintenancePlanning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0196,Resource066,Nguyên lý kế toán,Slide,Kế toán,AccountingPrinciples,Foundation,UnderstandTheory,JournalEntry,None,3.7,E0196,ContentEvidence,"Tài liệu 'Nguyên lý kế toán' thuộc ngành Kế toán, hỗ trợ chủ đề AccountingPrinciples và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0197,Resource066,Nguyên lý kế toán,Slide,Kế toán,AccountingPrinciples,Foundation,UnderstandTheory,JournalEntry,None,3.7,E0197,LevelGoalEvidence,"'Nguyên lý kế toán' phù hợp mức Foundation, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0198,Resource066,Nguyên lý kế toán,Slide,Kế toán,AccountingPrinciples,Foundation,UnderstandTheory,JournalEntry,None,3.7,E0198,SkillEvidence,"Nội dung 'Nguyên lý kế toán' rèn kỹ năng JournalEntry, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0199,Resource067,Kế toán tài chính căn bản,PracticeExercise,Kế toán,FinancialAccounting,Intermediate,DevelopCareer,FinancialStatement,None,4.4,E0199,ContentEvidence,"Tài liệu 'Kế toán tài chính căn bản' thuộc ngành Kế toán, hỗ trợ chủ đề FinancialAccounting và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0200,Resource067,Kế toán tài chính căn bản,PracticeExercise,Kế toán,FinancialAccounting,Intermediate,DevelopCareer,FinancialStatement,None,4.4,E0200,LevelGoalEvidence,"'Kế toán tài chính căn bản' phù hợp mức Intermediate, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0201,Resource067,Kế toán tài chính căn bản,PracticeExercise,Kế toán,FinancialAccounting,Intermediate,DevelopCareer,FinancialStatement,None,4.4,E0201,SkillEvidence,"Nội dung 'Kế toán tài chính căn bản' rèn kỹ năng FinancialStatement, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0202,Resource068,Kế toán chi phí thực hành,Book,Kế toán,CostAccounting,ProjectReady,LearnProgramming,ExcelAccounting,None,3.7,E0202,ContentEvidence,"Tài liệu 'Kế toán chi phí thực hành' thuộc ngành Kế toán, hỗ trợ chủ đề CostAccounting và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0203,Resource068,Kế toán chi phí thực hành,Book,Kế toán,CostAccounting,ProjectReady,LearnProgramming,ExcelAccounting,None,3.7,E0203,LevelGoalEvidence,"'Kế toán chi phí thực hành' phù hợp mức ProjectReady, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0204,Resource068,Kế toán chi phí thực hành,Book,Kế toán,CostAccounting,ProjectReady,LearnProgramming,ExcelAccounting,None,3.7,E0204,SkillEvidence,"Nội dung 'Kế toán chi phí thực hành' rèn kỹ năng ExcelAccounting, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0205,Resource069,Kế toán thuế cho doanh nghiệp nhỏ,Video,Kế toán,TaxAccounting,Foundation,LearnBusiness,TaxDeclaration,None,4.4,E0205,ContentEvidence,"Tài liệu 'Kế toán thuế cho doanh nghiệp nhỏ' thuộc ngành Kế toán, hỗ trợ chủ đề TaxAccounting và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0206,Resource069,Kế toán thuế cho doanh nghiệp nhỏ,Video,Kế toán,TaxAccounting,Foundation,LearnBusiness,TaxDeclaration,None,4.4,E0206,LevelGoalEvidence,"'Kế toán thuế cho doanh nghiệp nhỏ' phù hợp mức Foundation, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0207,Resource069,Kế toán thuế cho doanh nghiệp nhỏ,Video,Kế toán,TaxAccounting,Foundation,LearnBusiness,TaxDeclaration,None,4.4,E0207,SkillEvidence,"Nội dung 'Kế toán thuế cho doanh nghiệp nhỏ' rèn kỹ năng TaxDeclaration, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0208,Resource070,Excel kế toán ứng dụng,Notebook,Kế toán,ExcelAccounting,Intermediate,ServiceOperations,CostCalculation,None,3.7,E0208,ContentEvidence,"Tài liệu 'Excel kế toán ứng dụng' thuộc ngành Kế toán, hỗ trợ chủ đề ExcelAccounting và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0209,Resource070,Excel kế toán ứng dụng,Notebook,Kế toán,ExcelAccounting,Intermediate,ServiceOperations,CostCalculation,None,3.7,E0209,LevelGoalEvidence,"'Excel kế toán ứng dụng' phù hợp mức Intermediate, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0210,Resource070,Excel kế toán ứng dụng,Notebook,Kế toán,ExcelAccounting,Intermediate,ServiceOperations,CostCalculation,None,3.7,E0210,SkillEvidence,"Nội dung 'Excel kế toán ứng dụng' rèn kỹ năng CostCalculation, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0211,Resource071,Lập báo cáo tài chính mẫu,ProjectSample,Kế toán,AuditBasics,ProjectReady,FinancialAnalysis,AuditChecklist,None,4.4,E0211,ContentEvidence,"Tài liệu 'Lập báo cáo tài chính mẫu' thuộc ngành Kế toán, hỗ trợ chủ đề AuditBasics và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0212,Resource071,Lập báo cáo tài chính mẫu,ProjectSample,Kế toán,AuditBasics,ProjectReady,FinancialAnalysis,AuditChecklist,None,4.4,E0212,LevelGoalEvidence,"'Lập báo cáo tài chính mẫu' phù hợp mức ProjectReady, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0213,Resource071,Lập báo cáo tài chính mẫu,ProjectSample,Kế toán,AuditBasics,ProjectReady,FinancialAnalysis,AuditChecklist,None,4.4,E0213,SkillEvidence,"Nội dung 'Lập báo cáo tài chính mẫu' rèn kỹ năng AuditChecklist, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0214,Resource072,Bài tập định khoản kế toán,Tutorial,Kế toán,AccountingPrinciples,Foundation,CreativeDesign,JournalEntry,None,3.7,E0214,ContentEvidence,"Tài liệu 'Bài tập định khoản kế toán' thuộc ngành Kế toán, hỗ trợ chủ đề AccountingPrinciples và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0215,Resource072,Bài tập định khoản kế toán,Tutorial,Kế toán,AccountingPrinciples,Foundation,CreativeDesign,JournalEntry,None,3.7,E0215,LevelGoalEvidence,"'Bài tập định khoản kế toán' phù hợp mức Foundation, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0216,Resource072,Bài tập định khoản kế toán,Tutorial,Kế toán,AccountingPrinciples,Foundation,CreativeDesign,JournalEntry,None,3.7,E0216,SkillEvidence,"Nội dung 'Bài tập định khoản kế toán' rèn kỹ năng JournalEntry, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0217,Resource073,Kiểm toán căn bản,Slide,Kế toán,FinancialAccounting,Intermediate,LearnFoundation,FinancialStatement,None,4.4,E0217,ContentEvidence,"Tài liệu 'Kiểm toán căn bản' thuộc ngành Kế toán, hỗ trợ chủ đề FinancialAccounting và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0218,Resource073,Kiểm toán căn bản,Slide,Kế toán,FinancialAccounting,Intermediate,LearnFoundation,FinancialStatement,None,4.4,E0218,LevelGoalEvidence,"'Kiểm toán căn bản' phù hợp mức Intermediate, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0219,Resource073,Kiểm toán căn bản,Slide,Kế toán,FinancialAccounting,Intermediate,LearnFoundation,FinancialStatement,None,4.4,E0219,SkillEvidence,"Nội dung 'Kiểm toán căn bản' rèn kỹ năng FinancialStatement, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0220,Resource074,Sổ sách kế toán thực hành,PracticeExercise,Kế toán,CostAccounting,ProjectReady,PrepareExam,ExcelAccounting,None,3.7,E0220,ContentEvidence,"Tài liệu 'Sổ sách kế toán thực hành' thuộc ngành Kế toán, hỗ trợ chủ đề CostAccounting và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0221,Resource074,Sổ sách kế toán thực hành,PracticeExercise,Kế toán,CostAccounting,ProjectReady,PrepareExam,ExcelAccounting,None,3.7,E0221,LevelGoalEvidence,"'Sổ sách kế toán thực hành' phù hợp mức ProjectReady, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0222,Resource074,Sổ sách kế toán thực hành,PracticeExercise,Kế toán,CostAccounting,ProjectReady,PrepareExam,ExcelAccounting,None,3.7,E0222,SkillEvidence,"Nội dung 'Sổ sách kế toán thực hành' rèn kỹ năng ExcelAccounting, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0223,Resource075,Phân tích chứng từ kế toán,Book,Kế toán,TaxAccounting,Foundation,ImproveCommunication,TaxDeclaration,None,4.4,E0223,ContentEvidence,"Tài liệu 'Phân tích chứng từ kế toán' thuộc ngành Kế toán, hỗ trợ chủ đề TaxAccounting và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0224,Resource075,Phân tích chứng từ kế toán,Book,Kế toán,TaxAccounting,Foundation,ImproveCommunication,TaxDeclaration,None,4.4,E0224,LevelGoalEvidence,"'Phân tích chứng từ kế toán' phù hợp mức Foundation, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
