evidence_id,resource_id,evidence_text,evidence_type
E0252,Resource084,"Nội dung 'Nghiệp vụ ngân hàng số' rèn kỹ năng InvestmentEvaluation, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0253,Resource085,"Tài liệu 'Bài tập tài chính doanh nghiệp' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề RiskManagement và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0254,Resource085,"'Bài tập tài chính doanh nghiệp' phù hợp mức ProjectReady, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0255,Resource085,"Nội dung 'Bài tập tài chính doanh nghiệp' rèn kỹ năng RiskAssessment, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0256,Resource086,"Tài liệu 'Quản trị chuỗi cung ứng' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề SupplyChain và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0257,Resource086,"'Quản trị chuỗi cung ứng' phù hợp mức Intermediate, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0258,Resource086,"Nội dung 'Quản trị chuỗi cung ứng' rèn kỹ năng WarehousePlanning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0259,Resource087,"Tài liệu 'Quản lý kho vận thực hành' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Warehouse và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0260,Resource087,"'Quản lý kho vận thực hành' phù hợp mức ProjectReady, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0261,Resource087,"Nội dung 'Quản lý kho vận thực hành' rèn kỹ năng InventoryControl, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0262,Resource088,"Tài liệu 'Vận tải và giao nhận hàng hóa' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Transportation và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0263,Resource088,"'Vận tải và giao nhận hàng hóa' phù hợp mức Foundation, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0264,Resource088,"Nội dung 'Vận tải và giao nhận hàng hóa' rèn kỹ năng ProcurementAnalysis, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0265,Resource089,"Tài liệu 'Chứng từ xuất nhập khẩu' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Procurement và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0266,Resource089,"'Chứng từ xuất nhập khẩu' phù hợp mức Intermediate, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0267,Resource089,"Nội dung 'Chứng từ xuất nhập khẩu' rèn kỹ năng ShippingDocument, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0268,Resource090,"Tài liệu 'Mua hàng và nhà cung cấp' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề InventoryManagement và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0269,Resource090,"'Mua hàng và nhà cung cấp' phù hợp mức ProjectReady, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0270,Resource090,"Nội dung 'Mua hàng và nhà cung cấp' rèn kỹ năng RouteOptimization, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0271,Resource091,"Tài liệu 'Dự báo nhu cầu trong logistics' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề ImportExport và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0272,Resource091,"'Dự báo nhu cầu trong logistics' phù hợp mức Foundation, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0273,Resource091,"Nội dung 'Dự báo nhu cầu trong logistics' rèn kỹ năng DemandForecasting, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0274,Resource092,"Tài liệu 'Quản trị tồn kho' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề SupplyChain và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0275,Resource092,"'Quản trị tồn kho' phù hợp mức Intermediate, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0276,Resource092,"Nội dung 'Quản trị tồn kho' rèn kỹ năng WarehousePlanning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0277,Resource093,"Tài liệu 'Tối ưu tuyến vận chuyển' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Warehouse và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0278,Resource093,"'Tối ưu tuyến vận chuyển' phù hợp mức ProjectReady, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0279,Resource093,"Nội dung 'Tối ưu tuyến vận chuyển' rèn kỹ năng InventoryControl, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0280,Resource094,"Tài liệu 'Incoterms cho người mới' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Transportation và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0281,Resource094,"'Incoterms cho người mới' phù hợp mức Foundation, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0282,Resource094,"Nội dung 'Incoterms cho người mới' rèn kỹ năng ProcurementAnalysis, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0283,Resource095,"Tài liệu 'Case study chuỗi cung ứng bán lẻ' thuộc ngành Logistics và chuỗi cung ứng, hỗ trợ chủ đề Procurement và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0284,Resource095,"'Case study chuỗi cung ứng bán lẻ' phù hợp mức Intermediate, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0285,Resource095,"Nội dung 'Case study chuỗi cung ứng bán lẻ' rèn kỹ năng ShippingDocument, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0286,Resource096,"Tài liệu 'Nghiệp vụ hướng dẫn viên du lịch' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TourGuiding và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0287,Resource096,"'Nghiệp vụ hướng dẫn viên du lịch' phù hợp mức Foundation, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0288,Resource096,"Nội dung 'Nghiệp vụ hướng dẫn viên du lịch' rèn kỹ năng TourGuiding, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0289,Resource097,"Tài liệu 'Thiết kế chương trình tour' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TourDesign và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0290,Resource097,"'Thiết kế chương trình tour' phù hợp mức Intermediate, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0291,Resource097,"Nội dung 'Thiết kế chương trình tour' rèn kỹ năng ItineraryPlanning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0292,Resource098,"Tài liệu 'Tuyến điểm du lịch Việt Nam' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TravelOperations và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0293,Resource098,"'Tuyến điểm du lịch Việt Nam' phù hợp mức ProjectReady, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0294,Resource098,"Nội dung 'Tuyến điểm du lịch Việt Nam' rèn kỹ năng DestinationPresentation, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0295,Resource099,"Tài liệu 'Điều hành tour căn bản' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề DestinationKnowledge và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0296,Resource099,"'Điều hành tour căn bản' phù hợp mức Foundation, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0297,Resource099,"Nội dung 'Điều hành tour căn bản' rèn kỹ năng CustomerCare, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0298,Resource100,"Tài liệu 'Chăm sóc khách du lịch' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề CustomerService và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0299,Resource100,"'Chăm sóc khách du lịch' phù hợp mức Intermediate, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0300,Resource100,"Nội dung 'Chăm sóc khách du lịch' rèn kỹ năng TravelDocumentation, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0301,Resource101,"Tài liệu 'Du lịch bền vững nhập môn' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề SustainableTourism và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0302,Resource101,"'Du lịch bền vững nhập môn' phù hợp mức ProjectReady, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0303,Resource101,"Nội dung 'Du lịch bền vững nhập môn' rèn kỹ năng EventGuiding, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0304,Resource102,"Tài liệu 'Kỹ năng thuyết minh điểm đến' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TourGuiding và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0305,Resource102,"'Kỹ năng thuyết minh điểm đến' phù hợp mức Foundation, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0306,Resource102,"Nội dung 'Kỹ năng thuyết minh điểm đến' rèn kỹ năng TourGuiding, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0307,Resource103,"Tài liệu 'Xử lý sự cố trong tour' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TourDesign và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0308,Resource103,"'Xử lý sự cố trong tour' phù hợp mức Intermediate, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0309,Resource103,"Nội dung 'Xử lý sự cố trong tour' rèn kỹ năng ItineraryPlanning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0310,Resource104,"Tài liệu 'Hồ sơ lữ hành thực hành' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TravelOperations và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0311,Resource104,"'Hồ sơ lữ hành thực hành' phù hợp mức ProjectReady, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0312,Resource104,"Nội dung 'Hồ sơ lữ hành thực hành' rèn kỹ năng DestinationPresentation, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0313,Resource105,"Tài liệu 'Case study du lịch địa phương' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề DestinationKnowledge và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0314,Resource105,"'Case study du lịch địa phương' phù hợp mức Foundation, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0315,Resource105,"Nội dung 'Case study du lịch địa phương' rèn kỹ năng CustomerCare, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0316,Resource106,"Tài liệu 'Photoshop cơ bản cho thiết kế' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Photoshop và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0317,Resource106,"'Photoshop cơ bản cho thiết kế' phù hợp mức ProjectReady, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0318,Resource106,"Nội dung 'Photoshop cơ bản cho thiết kế' rèn kỹ năng PhotoEditing, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0319,Resource107,"Tài liệu 'Illustrator vector thực hành' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Illustrator và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0320,Resource107,"'Illustrator vector thực hành' phù hợp mức Foundation, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0321,Resource107,"Nội dung 'Illustrator vector thực hành' rèn kỹ năng VectorDesign, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0322,Resource108,"Tài liệu 'Typography trong thiết kế' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Typography và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0323,Resource108,"'Typography trong thiết kế' phù hợp mức Intermediate, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0324,Resource108,"Nội dung 'Typography trong thiết kế' rèn kỹ năng LayoutDesign, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0325,Resource109,"Tài liệu 'Thiết kế nhận diện thương hiệu' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Branding và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0326,Resource109,"'Thiết kế nhận diện thương hiệu' phù hợp mức ProjectReady, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0327,Resource109,"Nội dung 'Thiết kế nhận diện thương hiệu' rèn kỹ năng TypographySkill, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0328,Resource110,"Tài liệu 'UI UX Design nhập môn' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề UIUXDesign và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0329,Resource110,"'UI UX Design nhập môn' phù hợp mức Foundation, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0330,Resource110,"Nội dung 'UI UX Design nhập môn' rèn kỹ năng UIPrototyping, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0331,Resource111,"Tài liệu 'Portfolio thiết kế đồ họa' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề DesignPortfolio và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0332,Resource111,"'Portfolio thiết kế đồ họa' phù hợp mức Intermediate, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0333,Resource111,"Nội dung 'Portfolio thiết kế đồ họa' rèn kỹ năng PortfolioBuilding, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0334,Resource112,"Tài liệu 'Bố cục màu sắc trong poster' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Photoshop và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0335,Resource112,"'Bố cục màu sắc trong poster' phù hợp mức ProjectReady, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0336,Resource112,"Nội dung 'Bố cục màu sắc trong poster' rèn kỹ năng PhotoEditing, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0337,Resource113,"Tài liệu 'Thiết kế banner truyền thông' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Illustrator và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0338,Resource113,"'Thiết kế banner truyền thông' phù hợp mức Foundation, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0339,Resource113,"Nội dung 'Thiết kế banner truyền thông' rèn kỹ năng VectorDesign, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0340,Resource114,"Tài liệu 'Figma cho người mới' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Typography và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0341,Resource114,"'Figma cho người mới' phù hợp mức Intermediate, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0342,Resource114,"Nội dung 'Figma cho người mới' rèn kỹ năng LayoutDesign, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0343,Resource115,"Tài liệu 'Bài tập thiết kế logo' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Branding và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0344,Resource115,"'Bài tập thiết kế logo' phù hợp mức ProjectReady, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0345,Resource115,"Nội dung 'Bài tập thiết kế logo' rèn kỹ năng TypographySkill, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0346,Resource116,"Tài liệu 'Mạch điện cơ bản' thuộc ngành Điện - điện tử, hỗ trợ chủ đề CircuitTheory và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0347,Resource116,"'Mạch điện cơ bản' phù hợp mức Intermediate, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0348,Resource116,"Nội dung 'Mạch điện cơ bản' rèn kỹ năng CircuitAnalysis, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0349,Resource117,"Tài liệu 'PLC Siemens nhập môn' thuộc ngành Điện - điện tử, hỗ trợ chủ đề PLC và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0350,Resource117,"'PLC Siemens nhập môn' phù hợp mức ProjectReady, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0351,Resource117,"Nội dung 'PLC Siemens nhập môn' rèn kỹ năng PLCProgramming, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0352,Resource118,"Tài liệu 'Điện công nghiệp thực hành' thuộc ngành Điện - điện tử, hỗ trợ chủ đề IndustrialElectrical và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0353,Resource118,"'Điện công nghiệp thực hành' phù hợp mức Foundation, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0354,Resource118,"Nội dung 'Điện công nghiệp thực hành' rèn kỹ năng WiringDiagram, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0355,Resource119,"Tài liệu 'Vi điều khiển Arduino' thuộc ngành Điện - điện tử, hỗ trợ chủ đề EmbeddedSystems và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0356,Resource119,"'Vi điều khiển Arduino' phù hợp mức Intermediate, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0357,Resource119,"Nội dung 'Vi điều khiển Arduino' rèn kỹ năng Microcontroller, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0358,Resource120,"Tài liệu 'Điện tử công suất căn bản' thuộc ngành Điện - điện tử, hỗ trợ chủ đề PowerElectronics và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0359,Resource120,"'Điện tử công suất căn bản' phù hợp mức ProjectReady, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0360,Resource120,"Nội dung 'Điện tử công suất căn bản' rèn kỹ năng ElectricalSafety, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0361,Resource121,"Tài liệu 'Cảm biến trong hệ thống tự động' thuộc ngành Điện - điện tử, hỗ trợ chủ đề SensorSystem và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0362,Resource121,"'Cảm biến trong hệ thống tự động' phù hợp mức Foundation, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0363,Resource121,"Nội dung 'Cảm biến trong hệ thống tự động' rèn kỹ năng SensorCalibration, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0364,Resource122,"Tài liệu 'Đọc bản vẽ điện' thuộc ngành Điện - điện tử, hỗ trợ chủ đề CircuitTheory và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0365,Resource122,"'Đọc bản vẽ điện' phù hợp mức Intermediate, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0366,Resource122,"Nội dung 'Đọc bản vẽ điện' rèn kỹ năng CircuitAnalysis, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0367,Resource123,"Tài liệu 'An toàn điện công nghiệp' thuộc ngành Điện - điện tử, hỗ trợ chủ đề PLC và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0368,Resource123,"'An toàn điện công nghiệp' phù hợp mức ProjectReady, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0369,Resource123,"Nội dung 'An toàn điện công nghiệp' rèn kỹ năng PLCProgramming, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0370,Resource124,"Tài liệu 'Bài tập phân tích mạch' thuộc ngành Điện - điện tử, hỗ trợ chủ đề IndustrialElectrical và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0371,Resource124,"'Bài tập phân tích mạch' phù hợp mức Foundation, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0372,Resource124,"Nội dung 'Bài tập phân tích mạch' rèn kỹ năng WiringDiagram, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0373,Resource125,"Tài liệu 'Dự án điều khiển đèn tự động' thuộc ngành Điện - điện tử, hỗ trợ chủ đề EmbeddedSystems và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0374,Resource125,"'Dự án điều khiển đèn tự động' phù hợp mức Intermediate, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0375,Resource125,"Nội dung 'Dự án điều khiển đèn tự động' rèn kỹ năng Microcontroller, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0376,Resource126,"Tài liệu 'Digital Marketing tổng quan' thuộc ngành Marketing số, hỗ trợ chủ đề DigitalMarketing và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0377,Resource126,"'Digital Marketing tổng quan' phù hợp mức Foundation, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0378,Resource126,"Nội dung 'Digital Marketing tổng quan' rèn kỹ năng SEOPlanning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
