resource_id,resource_title,resource_type,description,rating
Resource145,Case study tranh chấp thương mại,Book,"Tài liệu 'Case study tranh chấp thương mại' thuộc ngành Luật kinh tế, hỗ trợ chủ đề TaxLaw, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu ServiceOperations, rèn kỹ năng CaseAnalysis, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource146,Điều dưỡng cơ bản,ProjectSample,"Tài liệu 'Điều dưỡng cơ bản' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề BasicNursing, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu UnderstandTheory, rèn kỹ năng PatientObservation, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource147,Chăm sóc người bệnh nhập môn,Tutorial,"Tài liệu 'Chăm sóc người bệnh nhập môn' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề PatientCare, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu DevelopCareer, rèn kỹ năng NursingProcedure, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource148,Giao tiếp trong y tế,Slide,"Tài liệu 'Giao tiếp trong y tế' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề MedicalCommunication, phù hợp mức Foundation. Nội dung hướng đến mục tiêu LearnProgramming, rèn kỹ năng MedicalCommunication, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource149,Sơ cấp cứu căn bản,PracticeExercise,"Tài liệu 'Sơ cấp cứu căn bản' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề FirstAid, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu LearnBusiness, rèn kỹ năng FirstAidSkill, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource150,An toàn người bệnh,Book,"Tài liệu 'An toàn người bệnh' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề ClinicalSafety, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu ServiceOperations, rèn kỹ năng ClinicalDocumentation, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource151,Giáo dục sức khỏe cộng đồng,Video,"Tài liệu 'Giáo dục sức khỏe cộng đồng' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề HealthEducation, phù hợp mức Foundation. Nội dung hướng đến mục tiêu FinancialAnalysis, rèn kỹ năng SafetyCare, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource152,Ghi chép hồ sơ điều dưỡng,Notebook,"Tài liệu 'Ghi chép hồ sơ điều dưỡng' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề BasicNursing, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu CreativeDesign, rèn kỹ năng PatientObservation, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource153,Kỹ thuật đo dấu hiệu sinh tồn,ProjectSample,"Tài liệu 'Kỹ thuật đo dấu hiệu sinh tồn' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề PatientCare, phù hợp mức ProjectReady. Nội dung hướng đến mục tiêu LearnFoundation, rèn kỹ năng NursingProcedure, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
Resource154,Quy trình chăm sóc lâm sàng,Tutorial,"Tài liệu 'Quy trình chăm sóc lâm sàng' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề MedicalCommunication, phù hợp mức Foundation. Nội dung hướng đến mục tiêu PrepareExam, rèn kỹ năng MedicalCommunication, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",3.7
Resource155,Case study chăm sóc bệnh nhân,Slide,"Tài liệu 'Case study chăm sóc bệnh nhân' thuộc ngành Điều dưỡng và chăm sóc sức khỏe, hỗ trợ chủ đề FirstAid, phù hợp mức Intermediate. Nội dung hướng đến mục tiêu ImproveCommunication, rèn kỹ năng FirstAidSkill, có ví dụ, tình huống thực hành và minh chứng để phục vụ hệ thống Ontology RAG đa ngành.",4.4
